atm_name,transaction_date,No_Of_Withdrawals,total_amount_withdrawn,weekday_monday,weekday_saturday,weekday_sunday,weekday_thursday,weekday_tuesday,weekday_wednesday,working_day_W,day_type_Day of Ashura,day_type_Diwali,day_type_Easter Sunday,day_type_Eid al-Adha,day_type_Eid ul-Fitr,day_type_Feast of Pentecost,day_type_Gandhi Jayanti,day_type_Good Friday,day_type_Holi,day_type_Independence Day,day_type_Labour Day,day_type_Makar Sankranti / Pongal,day_type_Mawlid,day_type_Normal Day,day_type_Palm Sunday,day_type_Republic Day,moving_avg_7d,prev_day_withdrawals,prev_day_amount,lag_1,lag_7
Big Street ATM,2016-06-25,62,191000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,473071.4285714286,135.0,681600.0,681600.0,187500.0
Mount Road ATM,2016-06-25,22,100000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,398628.5714285714,62.0,191000.0,191000.0,621100.0
Airport ATM,2016-06-25,51,230400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,344000.0,22.0,100000.0,100000.0,612800.0
KK Nagar ATM,2016-06-25,90,533800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,376985.71428571426,51.0,230400.0,230400.0,302900.0
Christ College ATM,2016-06-25,140,862300,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,469057.14285714284,90.0,533800.0,533800.0,217800.0
Big Street ATM,2016-06-26,119,384400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,426214.28571428574,140.0,862300.0,862300.0,684300.0
Airport ATM,2016-06-26,51,170700,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,353228.5714285714,119.0,384400.0,384400.0,681600.0
KK Nagar ATM,2016-06-26,145,615800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,413914.28571428574,51.0,170700.0,170700.0,191000.0
Christ College ATM,2016-06-26,122,447200,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,463514.28571428574,145.0,615800.0,615800.0,100000.0
Big Street ATM,2016-06-27,92,354500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,481242.85714285716,122.0,447200.0,447200.0,230400.0
Airport ATM,2016-06-27,110,688600,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,503357.14285714284,92.0,354500.0,354500.0,533800.0
KK Nagar ATM,2016-06-27,25,103500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,394957.14285714284,110.0,688600.0,688600.0,862300.0
Christ College ATM,2016-06-27,125,614600,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,427842.85714285716,25.0,103500.0,103500.0,384400.0
Big Street ATM,2016-06-28,66,258200,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,440342.85714285716,125.0,614600.0,614600.0,170700.0
Mount Road ATM,2016-06-28,15,43000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,358514.28571428574,66.0,258200.0,258200.0,615800.0
Airport ATM,2016-06-28,23,148300,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,315814.28571428574,15.0,43000.0,43000.0,447200.0
KK Nagar ATM,2016-06-28,101,666600,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,360400.0,23.0,148300.0,148300.0,354500.0
Christ College ATM,2016-06-28,125,519400,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,336228.5714285714,101.0,666600.0,666600.0,688600.0
Big Street ATM,2016-06-29,96,398300,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,378342.85714285716,125.0,519400.0,519400.0,103500.0
Mount Road ATM,2016-06-29,1,2500,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,290900.0,96.0,398300.0,398300.0,614600.0
Airport ATM,2016-06-29,36,211200,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,284185.71428571426,1.0,2500.0,2500.0,258200.0
KK Nagar ATM,2016-06-29,97,675500,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,374542.85714285716,36.0,211200.0,211200.0,43000.0
Christ College ATM,2016-06-29,129,649100,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,446085.71428571426,97.0,675500.0,675500.0,148300.0
Big Street ATM,2016-06-30,27,103800,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,365685.71428571426,129.0,649100.0,649100.0,666600.0
Airport ATM,2016-06-30,98,561300,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,371671.4285714286,27.0,103800.0,103800.0,519400.0
KK Nagar ATM,2016-06-30,69,489400,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,384685.71428571426,98.0,561300.0,561300.0,398300.0
Christ College ATM,2016-06-30,136,648900,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,477028.5714285714,69.0,489400.0,489400.0,2500.0
Big Street ATM,2016-07-01,42,205300,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,476185.71428571426,136.0,648900.0,648900.0,211200.0
Airport ATM,2016-07-01,44,369700,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,432500.0,42.0,205300.0,205300.0,675500.0
KK Nagar ATM,2016-07-01,103,602900,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,425900.0,44.0,369700.0,369700.0,649100.0
Christ College ATM,2016-07-01,165,1155400,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,576128.5714285715,103.0,602900.0,602900.0,103800.0
Big Street ATM,2016-07-02,75,285100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,536671.4285714285,165.0,1155400.0,1155400.0,561300.0
Airport ATM,2016-07-02,23,175400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,491814.28571428574,75.0,285100.0,285100.0,489400.0
KK Nagar ATM,2016-07-02,132,851600,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,520771.4285714286,23.0,175400.0,175400.0,648900.0
Christ College ATM,2016-07-02,202,1056900,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,642428.5714285715,132.0,851600.0,851600.0,205300.0
Big Street ATM,2016-07-03,126,508100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,662200.0,202.0,1056900.0,1056900.0,369700.0
Airport ATM,2016-07-03,38,244300,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,610971.4285714285,126.0,508100.0,508100.0,602900.0
KK Nagar ATM,2016-07-03,109,594700,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,530871.4285714285,38.0,244300.0,244300.0,1155400.0
Big Street ATM,2016-07-04,92,458900,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,555700.0,109.0,594700.0,594700.0,285100.0
Mount Road ATM,2016-07-04,20,80500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,542142.8571428572,92.0,458900.0,458900.0,175400.0
Airport ATM,2016-07-04,57,395600,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,477000.0,20.0,80500.0,80500.0,851600.0
KK Nagar ATM,2016-07-04,105,610400,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,413214.28571428574,57.0,395600.0,395600.0,1056900.0
Christ College ATM,2016-07-04,187,1007800,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,484600.0,105.0,610400.0,610400.0,508100.0
Big Street ATM,2016-07-05,60,160000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,472557.14285714284,187.0,1007800.0,1007800.0,244300.0
Mount Road ATM,2016-07-05,84,531000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,463457.14285714284,60.0,160000.0,160000.0,594700.0
Airport ATM,2016-07-05,38,151000,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,419471.4285714286,84.0,531000.0,531000.0,458900.0
KK Nagar ATM,2016-07-05,98,673900,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,504242.85714285716,38.0,151000.0,151000.0,80500.0
Christ College ATM,2016-07-05,164,765800,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,557128.5714285715,98.0,673900.0,673900.0,395600.0
Mount Road ATM,2016-07-06,13,52500,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,477428.5714285714,164.0,765800.0,765800.0,610400.0
Airport ATM,2016-07-06,51,332300,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,380928.5714285714,13.0,52500.0,52500.0,1007800.0
KK Nagar ATM,2016-07-06,90,593800,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,442900.0,51.0,332300.0,332300.0,160000.0
Christ College ATM,2016-07-06,184,1207600,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,539557.1428571428,90.0,593800.0,593800.0,531000.0
Big Street ATM,2016-07-07,79,289400,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,559328.5714285715,184.0,1207600.0,1207600.0,151000.0
Mount Road ATM,2016-07-07,66,252000,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,499057.14285714284,79.0,289400.0,289400.0,673900.0
KK Nagar ATM,2016-07-07,164,1165800,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,556200.0,66.0,252000.0,252000.0,765800.0
Christ College ATM,2016-07-07,184,762700,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,657657.1428571428,164.0,1165800.0,1165800.0,52500.0
Big Street ATM,2016-07-08,49,232600,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,643414.2857142857,184.0,762700.0,762700.0,332300.0
Mount Road ATM,2016-07-08,1,500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,558657.1428571428,49.0,232600.0,232600.0,593800.0
